item_idx,similar_item_idx,rank,similarity_score
8,5012,4,0.8055620698295665
8,328,5,0.7281608651045098
8,1165,6,0.7165937843273659
8,5396,7,0.69370995901634
8,1633,8,0.6865618590878891
8,791,9,0.6865618590878891
8,1960,10,0.6865618590878891
8,6011,11,0.6737821335817396
8,6564,12,0.6454063767568113
8,4534,13,0.6358285559428412
8,1512,14,0.6358285559428412
8,2465,15,0.6221400289709957
8,6321,16,0.6221400289709957
8,6033,17,0.60329716722286
8,1494,18,0.5989826734625489
8,183,19,0.5779563001087897
8,2739,20,0.5739691954667819
9,0,1,0.0
9,1,2,0.0
9,2,3,0.0
9,3,4,0.0
9,4,5,0.0
9,5,6,0.0
9,6,7,0.0
9,7,8,0.0
9,8,9,0.0
9,7221,10,0.0
9,10,11,0.0
9,11,12,0.0
9,12,13,0.0
9,13,14,0.0
9,14,15,0.0
9,15,16,0.0
9,16,17,0.0
9,17,18,0.0
9,18,19,0.0
9,19,20,0.0
10,56,1,0.6737517243061656
10,6634,2,0.6737517243061656
10,1243,3,0.6737517243061656
10,6519,4,0.6737517243061656
10,1696,5,0.6737517243061656
10,2701,6,0.6737517243061656
10,4001,7,0.6737517243061656
10,4366,8,0.6737517243061656
10,415,9,0.6737517243061656
10,577,10,0.6737517243061656
10,6618,11,0.5967262953783921
10,5840,12,0.5952763660620564
10,6700,13,0.5952763660620564
10,2760,14,0.5952763660620564
10,4068,15,0.5952763660620564
10,5357,16,0.5952763660620564
10,435,17,0.5952763660620564
10,510,18,0.5899894251775021
10,2217,19,0.5828294888724553
10,2982,20,0.5828294888724553
11,2638,1,0.7391072355396344
11,6694,2,0.6413886277873609
11,5647,3,0.6076895155522066
11,5498,4,0.5860079362823728
11,5651,5,0.5740584072739106
11,3298,6,0.5707472755955404
11,3743,7,0.5650107585229714
11,6754,8,0.5563178615037018
11,5106,9,0.5490616809642644
11,5297,10,0.5438235362573589
11,4073,11,0.5227076911070515
11,3734,12,0.5154705186104275
11,5469,13,0.48987118562651205
11,81,14,0.48784992448455156
11,4085,15,0.48784992448455156
11,5445,16,0.4828420425111415
11,2265,17,0.47455739522732643
11,1385,18,0.4578256077872952
11,6939,19,0.4430936860186224
11,7178,20,0.3843499489912717
12,4176,1,0.6952908454094529
12,2379,2,0.6779484744021511
12,2555,3,0.6735263817029499
12,5754,4,0.6735263817029499
12,3565,5,0.6735263817029499
12,4367,6,0.6735263817029499
12,5916,7,0.6735263817029499
12,5072,8,0.6735263817029499
12,4793,9,0.6735263817029499
12,2866,10,0.6735263817029499
12,1172,11,0.6735263817029499
12,4965,12,0.6245323516505253
12,6924,13,0.6230140850536193
12,4296,14,0.5974261934094532
12,4437,15,0.5782306372827503
12,2873,16,0.5695704607309193
12,4326,17,0.5629028709040046
12,871,18,0.5560190248241084
12,6074,19,0.5545834395287574
12,6340,20,0.5487917535737084
13,1717,1,0.587960566523134
13,5098,2,0.5484452771809963
13,5004,3,0.5484452771809963
13,5427,4,0.5484452771809963
13,1784,5,0.5484452771809963
13,6989,6,0.5484452771809963
13,6256,7,0.5484452771809963
13,1539,8,0.5218540713236718
13,5429,9,0.5187142769143905
13,823,10,0.5187142769143905
13,5074,11,0.5187142769143905
13,3215,12,0.5187142769143905
13,4541,13,0.5034097688142626
13,5639,14,0.5034097688142626
13,4984,15,0.5034097688142626
13,3774,16,0.5034097688142626
13,6259,17,0.5034097688142626
13,3821,18,0.5034097688142626
13,930,19,0.5034097688142626
13,6210,20,0.5034097688142626
14,606,1,0.8599088950757323
14,6547,2,0.8552961378057382
14,3834,3,0.8552961378057382
14,6205,4,0.8552961378057382
14,5093,5,0.8552961378057382
14,7155,6,0.7533298077767807
14,5564,7,0.7343574881899817
14,1251,8,0.7111425981717873
14,6160,9,0.635836403422742
14,2155,10,0.6124559217961153
14,5362,11,0.5979960859389157
14,3982,12,0.5758224128634307
14,3219,13,0.5695811258884363
14,2874,14,0.5618329601124797
14,724,15,0.558764515960374
14,1674,16,0.5422085239015598
14,6907,17,0.5374631020813063
14,4151,18,0.5349662830645043
14,5895,19,0.5233718963299883
14,3988,20,0.5181394760627563
15,6045,1,1.0
15,517,2,1.0
15,7104,3,1.0
15,581,4,0.7965894050724535
15,2829,5,0.7965894050724535
15,1418,6,0.7965894050724535
15,2964,7,0.7965894050724535
15,3825,8,0.7965894050724535
15,5721,9,0.7965894050724535
15,3359,10,0.7965894050724535
15,716,11,0.7965894050724535
15,5777,12,0.7734080815622839
15,5475,13,0.7241882424217975
15,2484,14,0.7241882424217975
15,6329,15,0.7155098157292924
15,2285,16,0.7148766031416504
15,3530,17,0.7005896010656556
15,4480,18,0.6707941981371158
15,5446,19,0.6641101287111109
15,2766,20,0.6641101287111109
16,6542,1,0.7691601579379901
16,7088,2,0.7220831969710113
16,5379,3,0.7220831969710113
16,6015,4,0.7220831969710113
16,4429,5,0.7220831969710113
16,5071,6,0.7220831969710113
16,887,7,0.7220831969710113
16,2132,8,0.7220831969710113
16,4235,9,0.691806227676597
16,4246,10,0.691806227676597
16,1135,11,0.691806227676597
16,1288,12,0.691806227676597
16,2832,13,0.691806227676597
16,2642,14,0.691806227676597
16,6703,15,0.691806227676597
16,6369,16,0.691806227676597
16,1844,17,0.691806227676597
16,6724,18,0.5931952890424985
16,4666,19,0.5822663369984091
16,5698,20,0.5641451086875031
17,2401,1,1.0
17,6145,2,0.918774256936632
17,4008,3,0.8685594407897519
17,3833,4,0.8258643006524554
17,187,5,0.8124671831755257
17,2710,6,0.8124671831755257
17,3409,7,0.8124671831755257
17,3490,8,0.8124671831755257
17,565,9,0.8124671831755257
17,5463,10,0.8124671831755257
17,107,11,0.8124671831755257
17,668,12,0.8124671831755257
17,5186,13,0.8124671831755257
17,2776,14,0.8124671831755257
17,1744,15,0.8124671831755257
17,4045,16,0.8124671831755257
17,562,17,0.8124671831755257
17,1061,18,0.8007010385330047
17,5434,19,0.7717063034356135
17,3984,20,0.7583433068731947
18,4094,1,0.685099248160787
18,1959,2,0.6289441018982139
18,1802,3,0.6272849585547439
18,3700,4,0.5864813794885425
18,3127,5,0.5489751993833691
18,3241,6,0.5488584433193683
18,2498,7,0.5488584433193683
18,2311,8,0.5488584433193683
18,2072,9,0.5488584433193683
18,1360,10,0.5488584433193683
18,1122,11,0.5488584433193683
18,1665,12,0.48745627253292034
18,2825,13,0.48745627253292034
18,1248,14,0.48745627253292034
18,5978,15,0.4782461211600299
18,5778,16,0.4782461211600299
18,5478,17,0.4782461211600299
18,2137,18,0.4782461211600299
18,4897,19,0.47651753291973753
18,6742,20,0.47251231779831465
19,2587,1,0.9048604353591586
19,6071,2,0.8904389377294402
19,7183,3,0.8117371754134399
19,7151,4,0.766518608628201
19,281,5,0.7614420722638355
19,6338,6,0.7390175424621067
19,4449,7,0.7372379477219331
19,1060,8,0.7106108498031287
19,4522,9,0.7088125545951477
19,4587,10,0.7047989716567635
19,5994,11,0.6847509061207027
19,5732,12,0.6489857309625957
19,2318,13,0.6489857309625957
19,1583,14,0.6463990560438342
19,1746,15,0.6442052081195662
19,219,16,0.6430493561939832
19,354,17,0.6430321997083528
19,6571,18,0.6234241888001697
19,3898,19,0.6211349082964601
19,3139,20,0.6161312161329867
20,1677,1,1.0
20,2079,2,1.0
20,1510,3,1.0
20,4034,4,1.0
20,5528,5,0.9428510392026634
20,5257,6,0.9428510392026634
20,3984,7,0.90291072747656
20,3996,8,0.8884020284104144
20,6425,9,0.8861687644894223
20,2980,10,0.8490195939948965
20,605,11,0.8318561889858345
20,1553,12,0.8268198397110955
20,2852,13,0.825189511167159
20,2212,14,0.818366128668966
20,4973,15,0.8116850978218493
20,6127,16,0.7962360920556316
20,4471,17,0.785733533857319
20,4753,18,0.7665783898434065
20,4840,19,0.7650406160298221
20,6756,20,0.7388901361202709
21,2118,1,0.7534979111960438
21,2986,2,0.7505680659473585
21,3754,3,0.7229077388825771
21,5879,4,0.6193704680365069
21,4339,5,0.5838515786999152
21,1625,6,0.5838515786999152
21,5174,7,0.5295989328650649
21,2104,8,0.5262554226510741
21,5740,9,0.5143691695967116
21,5020,10,0.5070833511051486
21,6470,11,0.4877532118706581
21,3507,12,0.4877532118706581
21,5171,13,0.4770623351206691
21,6504,14,0.4762077459356603
21,2210,15,0.45874066958291926
21,2788,16,0.4560884627989979
21,3794,17,0.4560884627989979
21,3712,18,0.4560884627989979
21,5945,19,0.4560884627989979
21,132,20,0.4560884627989979
22,3383,1,0.748145789908314
22,162,2,0.7015976317210967
22,7060,3,0.6949641542039873
22,2529,4,0.6694995916110018
22,6101,5,0.6694995916110018
22,6034,6,0.6694995916110018
22,4033,7,0.6694995916110018
22,6467,8,0.6694995916110018
22,1745,9,0.6694995916110018
22,6667,10,0.6686444672024393
22,1930,11,0.6321833594982971
22,1312,12,0.630025841547229
22,666,13,0.630025841547229
22,6233,14,0.630025841547229
22,4993,15,0.6285293819807907
22,3929,16,0.6216265857492073
22,5614,17,0.6195538087655339
22,5254,18,0.6186808728233147
22,3155,19,0.6105674533382812
22,6004,20,0.6080762192210347
23,923,1,0.7229338037786018
23,3360,2,0.6304633847813383
23,906,3,0.6210533535380846
23,1777,4,0.5999534418623317
23,4096,5,0.590778671038667
23,6662,6,0.590778671038667
23,6350,7,0.590778671038667
23,6494,8,0.590778671038667
23,1666,9,0.590778671038667
23,2993,10,0.567701444610076
23,2033,11,0.5581670482278321
23,358,12,0.5481884002462913
23,6901,13,0.5431545236715186
23,6795,14,0.5350471830469611
23,5874,15,0.5267733849385208
23,7160,16,0.500099894747055
23,4905,17,0.49536477197832446
23,6586,18,0.48925961194305184
23,6166,19,0.48925961194305184
23,3139,20,0.4883246281853505
24,6035,1,0.9219313678826531
24,6438,2,0.9128784717435131
24,2903,3,0.714683070322686
24,2393,4,0.7020019992363519
24,5555,5,0.7011804800512091
24,2113,6,0.695853274254729
24,3395,7,0.695853274254729
24,3387,8,0.695853274254729
24,5700,9,0.6508735795413049
24,3731,10,0.6080118392040622
24,825,11,0.6080118392040622
24,2768,12,0.6080118392040622
24,151,13,0.5761960399410564
24,648,14,0.566457906156008
24,5710,15,0.5563896063563641
24,2141,16,0.5563896063563641
24,1860,17,0.5422133921302967
24,1049,18,0.5422133921302967
24,1069,19,0.5422133921302967
24,4455,20,0.5382857135407493
25,1065,1,0.8392696755336524
25,1681,2,0.8115057304072905
25,5092,3,0.791096952302162
25,7192,4,0.7669047367359386
25,6060,5,0.7669047367359386
25,3195,6,0.7669047367359386
25,3998,7,0.7205980351801701
25,4826,8,0.6598451150720798
25,5497,9,0.6417609560981259
25,5766,10,0.6417609560981259
25,5592,11,0.6417609560981259
25,57,12,0.6417609560981259
25,3206,13,0.6417609560981259
25,5873,14,0.6417609560981259
25,6325,15,0.6417609560981259
25,6878,16,0.6417609560981259
25,809,17,0.6417609560981259
25,2916,18,0.6417609560981259
25,2615,19,0.6417609560981259
25,700,20,0.595193077474663
26,4969,1,1.0000000000000002
26,988,2,0.751919335475029
26,1945,3,0.751919335475029
26,1410,4,0.751919335475029
26,2693,5,0.751919335475029
26,2805,6,0.751919335475029
26,539,7,0.751919335475029
26,6619,8,0.751919335475029
26,3272,9,0.751919335475029
26,2835,10,0.751919335475029
26,150,11,0.751919335475029
26,231,12,0.751919335475029
26,3435,13,0.751919335475029
26,4181,14,0.751919335475029
26,3144,15,0.751919335475029
26,2370,16,0.751919335475029
26,3903,17,0.751919335475029
26,4491,18,0.751919335475029
26,3932,19,0.751919335475029
26,7142,20,0.751919335475029
27,1007,1,1.0000000000000002
27,6631,2,0.8264115509669218
27,3228,3,0.8264115509669218
27,1192,4,0.6845136971496739
27,1971,5,0.6845136971496739
27,5842,6,0.6845136971496739
27,1101,7,0.6653022577466181
27,6117,8,0.6653022577466181
27,4994,9,0.650623722229051
27,2092,10,0.6429994727097358
27,6859,11,0.6292480475015566
27,463,12,0.6257653613142131
27,7109,13,0.5938309020782098
27,2616,14,0.5788180162590281
27,5644,15,0.5630665577251477
27,5806,16,0.5630665577251477
27,2071,17,0.5474030694122624
27,4012,18,0.5472442225742128
27,6294,19,0.538674221763534
27,2416,20,0.5359840680376309
28,6327,1,0.7308137983704117
28,3306,2,0.7308137983704117
28,2150,3,0.7094918772897139
28,6504,4,0.6822195928253958
28,937,5,0.6694756013370032
28,6098,6,0.6208306902693665
28,2020,7,0.6126259314045628
28,3036,8,0.6106820743141725
28,5433,9,0.6040069897001688
28,215,10,0.599901151033981
28,2104,11,0.5922494338952083
28,443,12,0.5758896368330916
28,1889,13,0.5751239287272335
28,1317,14,0.569916989407703
28,6130,15,0.569234842087752
28,564,16,0.5575503525697346
28,5678,17,0.5562936640237461
28,237,18,0.5550592261256454
28,2728,19,0.5509236496918122
28,1996,20,0.5502425979295068
29,898,1,0.8514308756468639
29,3957,2,0.8295726366484215
29,972,3,0.7902056119357319
29,2984,4,0.7689499873877367
29,5158,5,0.7104386241369678
29,6761,6,0.7090848134109277
29,6265,7,0.7090848134109277
29,3639,8,0.7069480262666468
29,3095,9,0.7062051509624868
29,1600,10,0.6729196973393532
29,4891,11,0.6717678082179253
29,2894,12,0.650719382993374
29,3112,13,0.6345907408410789
29,2618,14,0.6318293512225395
29,6349,15,0.6305752629967647
29,2403,16,0.6305752629967646
29,3051,17,0.6297895343894839
29,1100,18,0.6125111819305269
29,2502,19,0.5951426125235436
29,1972,20,0.5773444046371004
30,2733,1,0.7184537764843562
30,2264,2,0.7184537764843562
30,1005,3,0.7184537764843562
30,3558,4,0.6955747055891026
30,6541,5,0.6525096810258784
30,3011,6,0.637936380405532
30,4158,7,0.6168398523140145
30,5140,8,0.608603817051382
30,6288,9,0.6075525452061286
30,3777,10,0.6075525452061286
30,1323,11,0.6075525452061286
30,5982,12,0.6075525452061286
30,1200,13,0.6075525452061286
30,5906,14,0.6075525452061286
30,6268,15,0.6059823865513156
30,532,16,0.5980335023130946
30,888,17,0.5810128461764396
30,2963,18,0.5810128461764396
30,5462,19,0.5678141878477095
30,4644,20,0.5579021173736546
31,5327,1,1.0000000000000002
31,271,2,0.8886256100148121
31,4234,3,0.8579179254632902
31,1349,4,0.826310509986507
31,4648,5,0.8131858677359274
31,801,6,0.7796038829583358
31,6272,7,0.7764285817189653
31,4431,8,0.7761902274732166
31,2603,9,0.7516795284033767
31,2460,10,0.743342432382369
31,2008,11,0.6923537736445334
31,4062,12,0.6783974440035276
31,6006,13,0.6717914164497863
31,3666,14,0.668911076466718
31,2559,15,0.638195677951418
31,4570,16,0.6333774345328951
31,4990,17,0.5794789285048267
31,1955,18,0.5783995361686826
31,1186,19,0.5569989902993063
31,2691,20,0.5505124786836142
32,3603,1,0.8700666024577668
32,3338,2,0.7433474573235844
32,4194,3,0.7433474573235844
32,2771,4,0.7048783625199964
32,179,5,0.7048783625199964
32,4423,6,0.6689054923459382
32,1501,7,0.6689054923459382
32,5427,8,0.6606200941389252
32,6256,9,0.6606200941389252
32,6989,10,0.6606200941389252
32,1784,11,0.6606200941389252
32,5098,12,0.6606200941389252
32,5004,13,0.6606200941389252
32,5126,14,0.6464663761876817
32,45,15,0.6376713214111505
32,240,16,0.6117239113025912
32,4722,17,0.6039613382744217
32,2380,18,0.5839969303001474
32,1688,19,0.5737566361973412
32,3102,20,0.5708320022424962
33,6517,1,1.0
33,6496,2,1.0
33,5928,3,1.0
33,5086,4,1.0
33,2220,5,1.0
33,969,6,1.0
33,5321,7,0.73486224855154
33,607,8,0.7165493019779179
33,5225,9,0.7071067811865476
33,1258,10,0.6746870408250502
33,5480,11,0.672962950350134
33,4936,12,0.6619848066135863
33,5416,13,0.6586652028295735
33,1539,14,0.6237774212887683
33,3006,15,0.6166004611686754
33,3928,16,0.585282139802088
33,1995,17,0.5847904593689386
33,4289,18,0.5840443911014704
33,4442,19,0.5840443911014704
33,37,20,0.5750742205685268
34,844,1,1.0
34,2170,2,1.0
34,6892,3,0.8602211005806357
34,6143,4,0.8321665325227924
34,2546,5,0.8321665325227924
34,6583,6,0.8321665325227924
34,5195,7,0.7720004791133623
34,830,8,0.7720004791133623
34,2674,9,0.7322144550015663
34,4789,10,0.7317007605432633
34,2179,11,0.7317007605432633
34,4084,12,0.714443234476718
34,6599,13,0.7109406822506206
34,521,14,0.6324302388598009
34,3602,15,0.6086774862417619
34,3623,16,0.6034984234706839
34,6655,17,0.5984919104504881
34,1812,18,0.5984919104504881
34,7094,19,0.5829086944656804
34,715,20,0.5748979302456644
35,5070,1,0.9524892912366885
35,5584,2,0.8920241376379512
35,3234,3,0.8701604143905497
35,2669,4,0.8470261601738749
35,4459,5,0.805465589396612
35,1179,6,0.7901704731657339
35,2706,7,0.7834477825260893
35,4018,8,0.7577593881021966
35,3304,9,0.688467625658664
35,842,10,0.6788562026642434
35,4944,11,0.6567494296009232
35,4633,12,0.6240139441898632
35,5670,13,0.614890419741448
35,1853,14,0.6043167888590162
35,5722,15,0.5936484922149681
35,5147,16,0.5778036520025283
35,5911,17,0.5712652171504755
35,5705,18,0.556537151677427
35,3016,19,0.5224906085282839
35,2268,20,0.5161123351722259
36,2152,1,1.0
36,3461,2,1.0
36,112,3,1.0
36,4030,4,1.0
36,6128,5,1.0
36,1948,6,1.0
36,4102,7,1.0
36,433,8,1.0
36,4474,9,1.0
36,4925,10,1.0
36,6757,11,1.0
36,6688,12,1.0
36,2553,13,1.0
36,4972,14,1.0
36,233,15,1.0
36,3264,16,1.0
36,817,17,1.0
36,46,18,1.0
36,947,19,1.0
36,4496,20,1.0
37,2560,1,1.0
37,2652,2,0.8708389408273851
37,164,3,0.828922143851462
37,3928,4,0.7135399833755245
37,5480,5,0.7113237657557265
37,7007,6,0.6863226574561908
37,320,7,0.6863226574561908
37,490,8,0.6863226574561908
37,627,9,0.6863226574561908
37,2709,10,0.6219879717589272
37,7111,11,0.6219879717589272
37,1995,12,0.6181251902796548
37,2777,13,0.6129740338897787
37,6621,14,0.6000819558589595
37,1680,15,0.6000819558589595
37,33,16,0.5750742205685268
37,5086,17,0.5750742205685268
37,969,18,0.5750742205685268
37,5928,19,0.5750742205685268
37,6496,20,0.5750742205685268
38,149,1,0.751727774552984
38,5430,2,0.7265285146110465
38,3055,3,0.6718691072573846
38,2595,4,0.6594735422787014
38,3761,5,0.6594735422787014
38,931,6,0.6422288937859866
38,4041,7,0.6422288937859866
38,75,8,0.6422288937859866
38,6816,9,0.6422288937859866
38,4519,10,0.5672261273723351
38,5695,11,0.5672261273723351
38,40,12,0.5672261273723351
38,2166,13,0.5638144131827557
38,6965,14,0.5389127643603928
38,5875,15,0.5083391861488494
38,89,16,0.4934012128235748
38,2655,17,0.4934012128235748
38,4273,18,0.4934012128235748
38,3385,19,0.48391692690673926
38,7033,20,0.48391692690673926
39,210,1,1.0000000000000002
39,2294,2,0.7691135168508448
39,1890,3,0.7691135168508448
39,1465,4,0.6786816468238649
39,2486,5,0.6786816468238649
39,4863,6,0.6541923817985629
39,4235,7,0.639112195312627
39,6703,8,0.639112195312627
39,1844,9,0.639112195312627
39,1288,10,0.639112195312627
39,2642,11,0.639112195312627
39,2832,12,0.639112195312627
39,4246,13,0.639112195312627
39,6369,14,0.639112195312627
39,1135,15,0.639112195312627
39,5955,16,0.5676064935305827
39,2504,17,0.5579955301047325
39,4666,18,0.5379158238362357
39,5698,19,0.521174867273239
39,4769,20,0.5154685710646059
40,4519,1,1.0
40,5695,2,1.0
40,75,3,0.8832148987076794
40,6816,4,0.8832148987076794
40,931,5,0.8832148987076794
40,4041,6,0.8832148987076794
40,3262,7,0.7848302915966151
40,1740,8,0.7848302915966151
40,5590,9,0.7678137242531471
40,149,10,0.7545632163313866
40,6965,11,0.7411310627600817
40,4022,12,0.7283456365475737
40,800,13,0.7039482237856705
40,5875,14,0.6990852438246322
40,3265,15,0.6820493616921711
40,3055,16,0.6744033301513949
40,5430,17,0.6657900785335538
40,6853,18,0.6245272441211899
40,754,19,0.6245272441211899
40,2487,20,0.6218905973206761
41,5910,1,0.7269406366936751
41,3665,2,0.7269406366936751
41,3280,3,0.7269406366936751
41,423,4,0.7269406366936751
41,600,5,0.7269406366936751
41,464,6,0.686700306337047
41,4810,7,0.686700306337047
41,5172,8,0.6387075093681689
41,475,9,0.6387075093681689
41,1721,10,0.6230058655637979
41,3951,11,0.6056273399026135
41,4156,12,0.5952206385427586
41,5065,13,0.5952206385427586
41,6610,14,0.5882551148154125
41,2060,15,0.5642710186718434
41,2043,16,0.5567662267884311
41,2977,17,0.5362944577578213
41,4422,18,0.5225784537133676
41,5779,19,0.5225784537133676
41,2148,20,0.5149548296582825
42,481,1,1.0
42,374,2,1.0
42,379,3,1.0
42,1415,4,1.0
42,6428,5,1.0
42,889,6,1.0
42,6012,7,1.0
42,6203,8,1.0
42,3046,9,1.0
42,3027,10,1.0
42,3074,11,1.0
42,2966,12,1.0
42,4551,13,1.0
42,5191,14,1.0
42,5458,15,1.0
42,5633,16,1.0
42,4873,17,1.0
42,4824,18,1.0
42,4629,19,1.0
42,4782,20,1.0
43,635,1,0.8514923766842817
43,933,2,0.8185438455916751
43,5049,3,0.8003297800913602
43,4186,4,0.7651813618389085
43,862,5,0.7387340284969615
43,2405,6,0.7204574662610588
43,6199,7,0.7121010251703344
43,2624,8,0.6817802324070701
43,4582,9,0.6637085702705295
43,1970,10,0.6576714453084238
43,1817,11,0.6523368906049375
43,4458,12,0.6295246877411633
43,4216,13,0.6250323337240622
43,639,14,0.6216977482032195
43,222,15,0.6202553970368571
43,412,16,0.6194680522871783
43,1654,17,0.6104918673979823
43,2251,18,0.6027979588594172
43,5545,19,0.5842257140903848
43,6498,20,0.569684748042682
44,549,1,1.0
44,5059,2,0.7209906363583867
44,2225,3,0.7209906363583867
44,2692,4,0.6929448046443011
44,5809,5,0.5997313658929445
44,3836,6,0.5954800817962677
44,3311,7,0.5733903137322819
44,5723,8,0.5646991071240741
44,2004,9,0.5646991071240741
44,632,10,0.5539218025214435
44,3985,11,0.5517758104253789
44,806,12,0.5301756758715728
44,6108,13,0.5222893533509605
44,6087,14,0.5164749418126198
44,3357,15,0.5117433197783583
44,4585,16,0.5110251298195622
44,1962,17,0.5070218934973723
44,3183,18,0.49726690764656384
44,5700,19,0.4853534968667643
44,1001,20,0.4842041994906799
45,3338,1,0.8578374959498485
45,4194,2,0.8578374959498485
45,5279,3,0.8278946722500189
45,2472,4,0.803217187291836
45,5004,5,0.7623685017645769
45,6256,6,0.7623685017645769
45,6989,7,0.7623685017645769
45,1784,8,0.7623685017645769
45,5427,9,0.7623685017645769
45,5098,10,0.7623685017645769
45,4722,11,0.6969831899893302
45,1688,12,0.6621263733816495
45,3102,13,0.6587512886299947
45,4499,14,0.6587512886299947
45,6566,15,0.6471431584411864
45,3881,16,0.6471431584411864
45,4412,17,0.6471431584411864
45,5419,18,0.6471431584411864
45,1285,19,0.6444815406256228
45,6979,20,0.6386412896264847
46,2152,1,1.0
46,3461,2,1.0
46,112,3,1.0
46,4030,4,1.0
46,6128,5,1.0
46,1948,6,1.0
46,4102,7,1.0
46,433,8,1.0
46,4474,9,1.0
46,4925,10,1.0
46,6757,11,1.0
